id	sulfur	carbon	oxygen	iron	nitrogen	S_ROC	C_ROC	N_ROC	O_ROC	Fe_ROC
GCF_000014905.1	1.295	5.261	3.5839999999999996	7.212000000000001	16.642	0	0	0	0	0
GCF_000014925.1	-2.274	0.8420000000000001	3.489	2.571	13.052	0	0	0	0	0
GCF_000014965.1	9.859	14.912	4.2410000000000005	7.125	13.196	1	0	0	0	0
GCF_000015005.1	2.403	3.5010000000000003	4.612	2.346	15.467	0	0	0	0	0
GCF_000015025.1	2.94	3.885	3.674	3.1060000000000003	14.350999999999999	0	0	0	0	0
GCF_000015045.1	4.829	8.817	4.3660000000000005	4.587	11.714	1	0	0	0	0
GCF_000015085.1	4.351	4.846	2.36	7.388999999999999	11.947000000000001	0	0	0	0	0
GCF_000015105.1	8.712	3.6319999999999997	3.862	5.294	13.148	0	0	0	0	0
GCF_000015125.1	8.388	11.46	4.797	5.711	12.276	1	0	1	0	0
GCF_000015145.1	8.81	4.359	0.263	1.459	6.013999999999999	1	0	0	0	0
GCF_000015165.1	1.379	6.167000000000001	7.29	7.981	18.886	0	0	1	0	0
GCF_000015185.1	2.262	4.675	2.966	10.026	11.065	0	0	0	0	0
GCF_000015205.1	7.947	7.353	0.8059999999999999	0.251	7.638	1	0	0	0	0
GCF_000015225.1	6.859	8.605	-0.305	0.7490000000000001	6.315	0	0	0	0	0
GCF_000015245.1	2.509	4.245	2.867	10.026	11.729000000000001	0	0	0	0	0
GCF_000015265.1	2.377	2.875	3.4019999999999997	3.41	15.171	0	0	0	0	0
GCF_000015285.1	0.08900000000000001	3.5660000000000003	4.234	6.848	12.732000000000001	0	0	0	0	0
GCF_000015305.1	0.159	3.583	4.465	2.276	15.866	0	0	0	0	0
GCF_000015325.1	-1.0170000000000001	4.32	2.739	4.191	15.139000000000001	0	0	0	0	0
GCF_000015345.1	-1.278	0.016	0.022000000000000002	1.005	1.985	0	0	0	0	0
GCF_000015365.1	0.21100000000000002	6.204	3.514	6.606	13.264000000000001	0	0	0	0	0
GCF_000015385.1	-0.695	0.6409999999999999	1.556	-0.35700000000000004	0.8320000000000001	0	0	0	0	0
GCF_000015445.1	0.034	0.792	1.6480000000000001	1.525	7.2170000000000005	0	0	0	0	0
GCF_000015485.1	10.824000000000002	8.863	5.904	6.955	11.811	1	0	0	0	0
GCF_000015505.1	2.423	6.431	5.797999999999999	3.6630000000000003	17.408	0	0	0	0	0
GCF_000015545.1	0.601	3.863	3.2960000000000003	6.67	15.786	0	0	0	0	0
GCF_000015565.1	-1.166	4.806	3.826	3.342	15.102	0	0	0	0	0
GCF_000015585.1	4.223	9.797	4.419	7.569	13.748	1	0	0	0	0
GCF_000015645.1	2.004	5.125	7.441	3.4210000000000003	10.751	0	0	0	1	0
GCF_000015665.1	1.89	6.769	6.757999999999999	2.9410000000000003	9.746	0	0	0	1	0
GCF_000015705.1	2.537	3.675	7.402	3.248	12.255	0	0	0	1	0
GCF_000015725.1	1.931	15.924000000000001	4.436	4.579	16.241	0	1	0	0	0
GCF_000015745.1	2.891	4.796	3.22	4.021	12.815999999999999	0	0	0	0	0
GCF_000015765.1	3.8510000000000004	71.22399999999999	3.6069999999999998	0.7929999999999999	8.861	0	1	0	0	0
GCF_000015785.1	2.106	1.1909999999999998	3.424	3.5189999999999997	12.780999999999999	0	0	0	0	0
GCF_000015825.1	4.797	68.55199999999999	4.657	1.0859999999999999	9.422	0	1	0	0	0
GCF_000015845.1	2.002	4.541	3.089	9.529	11.844000000000001	0	0	0	0	0
GCF_000015865.1	2.488	9.087	4.9319999999999995	1.2790000000000001	8.716000000000001	0	0	0	0	0
GCF_000015885.1	3.839	4.4	0.653	4.66	7.882000000000001	0	0	0	0	0
GCF_000015945.1	7.0760000000000005	5.676	0.16399999999999998	0.06	4.473	1	0	0	0	0
GCF_000015965.1	1.446	5.529	7.441	3.4210000000000003	10.817	0	0	0	1	0
GCF_000015985.1	2.87	8.661	6.587000000000001	8.587	16.838	0	0	1	0	0
GCF_000016065.1	2.245	3.938	2.867	10.026	11.93	0	0	0	0	0
GCF_000016085.1	7.667000000000001	7.985	5.098	6.006	11.872	1	0	1	0	0
GCF_000016125.1	5.504	76.744	3.924	0.6509999999999999	6.935	0	1	0	0	0
GCF_000016165.1	8.433	7.931	3.7710000000000004	3.5860000000000003	11.501	1	0	0	0	0
GCF_000016185.1	0.774	8.453	5.91	8.296	15.625	0	0	1	0	0
GCF_000016205.1	0.49200000000000005	7.297999999999999	6.946000000000001	4.703	18.311	0	0	0	0	0
GCF_000016265.1	-2.065	5.407	3.9610000000000003	4.936	15.937000000000001	0	0	0	0	0
GCF_000016285.1	-2.146	2.4930000000000003	3.9610000000000003	3.67	15.724	0	0	0	0	0
GCF_000016325.1	2.031	5.848	2.142	1.636	13.214	0	0	0	0	0
GCF_000016345.1	1.097	5.8260000000000005	4.328	6.893	15.095999999999998	0	0	0	0	0
GCF_000016365.1	-1.069	2.536	4.465	2.023	15.866	0	0	0	0	0
GCF_000016405.1	3.912	8.62	6.329	8.587	18.065	0	0	1	0	0
GCF_000016425.1	2.295	2.204	3.373	2.165	14.972999999999999	0	0	0	0	0
GCF_000016525.1	4.981	71.521	3.891	0.743	6.712000000000001	0	1	0	0	0
GCF_000016545.1	3.748	12.259	4.063	0.47	9.062999999999999	0	0	0	0	0
GCF_000016565.1	-0.55	3.2439999999999998	2.9610000000000003	7.638999999999999	15.384	0	0	0	0	0
GCF_000016605.1	6.35	5.034	2.66	2.136	11.424000000000001	1	0	0	0	0
GCF_000016645.1	0.527	3.3539999999999996	3.555	4.6739999999999995	15.833	0	0	0	0	0
GCF_000016665.1	5.093999999999999	7.547000000000001	5.099	3.764	14.338	0	0	0	0	0
GCF_000016725.1	2.437	5.0280000000000005	3.325	3.918	14.456	0	0	0	0	0
GCF_000016745.1	4.815	8.136000000000001	5.062	9.136000000000001	15.540999999999999	0	0	0	0	0
GCF_000016765.1	-0.49	2.957	3.565	8.134	16.47	0	0	0	0	0
GCF_000016885.1	2.6310000000000002	3.387	2.812	8.568	13.165	0	0	0	0	0
GCF_000016905.1	1.1320000000000001	2.096	-0.693	0.536	5.256	0	0	0	0	0
GCF_000016965.1	3.045	11.966	3.697	1.78	12.005	0	0	0	0	0
GCF_000016985.1	1.6969999999999998	13.917	3.8689999999999998	2.295	10.154	0	0	0	0	0
GCF_000017005.1	-1.026	-0.8370000000000001	0.039	0.609	2.271	0	0	0	0	0
GCF_000017025.1	2.129	5.584	3.135	1.165	7.966	0	0	0	0	0
GCF_000017145.1	-0.031	10.195	6.431	7.619	18.387	0	0	1	0	0
GCF_000017165.1	5.659	76.499	3.735	0.5329999999999999	6.942	0	1	0	0	0
GCF_000017185.1	5.872000000000001	77.295	4.981	0.7120000000000001	8.361	0	1	0	0	0
GCF_000017205.1	0.882	3.727	4.248	8.482000000000001	16.383	0	0	1	0	0
GCF_000017225.1	4.633	76.744	3.924	0.7190000000000001	6.935	0	1	0	0	0
GCF_000017245.1	3.8539999999999996	3.498	1.68	5.529	9.374	0	0	0	0	0
GCF_000017265.1	0.335	5.579	3.359	5.6979999999999995	15.19	0	0	0	0	0
GCF_000017285.1	-1.614	2.404	3.2289999999999996	2.18	12.761	0	0	0	0	0
GCF_000017305.1	-0.917	0.972	4.013999999999999	2.287	12.370999999999999	0	0	0	0	0
GCF_000017405.1	-0.47100000000000003	2.6689999999999996	3.443	4.321000000000001	14.878	0	0	0	0	0
GCF_000017425.1	2.69	3.363	3.8369999999999997	3.668	13.205	0	0	0	0	0
GCF_000017465.2	5.737	4.065	1.345	7.08	9.85	0	0	0	0	0
GCF_000017505.1	5.986000000000001	6.382000000000001	5.207999999999999	7.524	15.774000000000001	0	0	0	0	0
GCF_000017545.1	0.7340000000000001	2.918	-0.728	0.889	6.3629999999999995	0	0	0	0	0
GCF_000017565.1	-2.622	1.374	4.041	5.619	14.264000000000001	0	0	0	0	0
GCF_000017585.1	3.739	6.678	0.8109999999999999	7.955	9.958	0	0	0	0	0
GCF_000017605.1	0.917	2.7119999999999997	3.157	5.013	14.084000000000001	0	0	0	0	0
GCF_000017625.1	4.9030000000000005	74.236	5.038	1.508	10.79	0	1	0	0	0
GCF_000017645.1	1.94	17.416	7.132000000000001	6.199	17.907	0	0	0	0	0
GCF_000017665.1	1.839	6.101	2.937	3.4019999999999997	13.364	0	0	0	0	0
GCF_000017705.1	0.5670000000000001	2.322	3.185	8.001	11.651	0	0	0	0	0
GCF_000017725.2	5.961	4.791	0.951	8.331	9.187999999999999	0	0	0	0	0
GCF_000017805.1	5.093999999999999	7.547000000000001	5.099	5.518	14.338	0	0	0	0	0
GCF_000017845.1	2.782	9.825	6.513	4.083	16.54	0	0	0	0	0
GCF_000017865.1	1.334	1.8719999999999999	-0.23	0.536	5.432	0	0	0	0	0
GCF_000017885.4	1.2830000000000001	0.47200000000000003	3.713	3.552	11.588	0	0	0	0	0
GCF_000017945.1	8.082	7.169	0.625	3.418	6.65	1	0	0	0	0
GCF_000018005.1	0.7290000000000001	6.114	6.356	2.8310000000000004	17.656	0	0	1	0	0
GCF_000018025.1	2.8160000000000003	4.538	2.68	10.169	12.554	0	0	0	0	0
GCF_000018045.1	2.28	5.763999999999999	2.392	7.999	14.724	0	0	0	0	0
GCF_000018065.1	2.004	4.963	7.4079999999999995	3.4210000000000003	10.735	0	0	0	1	0
GCF_000018085.1	2.062	5.553999999999999	3.7289999999999996	5.992999999999999	15.398	0	0	0	0	0
GCF_000018105.1	1.629	9.245	7.184	6.827999999999999	16.925	0	0	0	1	0
GCF_000018145.1	2.737	9.78	5.912000000000001	7.436	17.597	0	0	0	0	0
GCF_000018185.1	-1.122	0.371	0.7170000000000001	0.81	2.089	0	0	0	0	0
GCF_000018205.1	-0.063	1.032	1.858	4.185	6.501	0	0	0	0	0
GCF_000018265.1	2.295	3.139	3.5039999999999996	2.287	15.370999999999999	0	0	0	0	0
GCF_000018285.1	1.766	4.646	2.886	9.832	12.515999999999998	0	0	0	0	0
GCF_000018305.1	5.896	4.102	1.44	2.276	8.413	1	0	0	0	0
GCF_000018325.1	2.419	3.228	1.364	2.331	7.285	0	0	0	0	0
GCF_000018345.1	3.908	4.211	4.614	2.22	15.184000000000001	0	0	0	0	0
GCF_000018365.1	7.897	10.995999999999999	-0.502	0.209	6.329	1	0	0	0	0
GCF_000018405.1	7.7589999999999995	12.769	1.104	7.09	9.04	1	0	0	0	0
GCF_000018425.1	11.529000000000002	17.49	4.775	1.514	10.211	0	0	0	0	0
GCF_000018445.1	-0.915	3.705	2.6289999999999996	2.096	13.03	0	0	0	0	0
GCF_000018485.1	4.633	76.744	3.924	0.6509999999999999	6.935	0	1	0	0	0
GCF_000018545.1	-1.42	6.112	6.085	7.456	17.773	0	0	1	0	0
GCF_000018605.1	6.03	4.8919999999999995	1.203	0.19899999999999998	7.1129999999999995	0	0	0	0	0
GCF_000018625.1	3.8939999999999997	5.54	2.6689999999999996	5.671	14.398	0	0	0	0	0
GCF_000018665.1	-0.091	3.685	3.4989999999999997	5.05	16.447	0	0	0	0	0
GCF_000018685.1	2.123	10.054	1.944	1.028	7.642	0	0	0	0	0
GCF_000018785.1	-1.389	-1.6540000000000001	-0.449	-0.131	1.766	0	0	0	0	0
GCF_000018825.1	2.735	4.418	4.878	3.7260000000000004	14.921	0	0	0	0	0
GCF_000018845.1	0.42200000000000004	17.528	7.202999999999999	6.172999999999999	17.266	0	1	0	0	0
GCF_000018865.1	5.747000000000001	11.687000000000001	6.16	3.3960000000000004	15.806	1	0	0	0	0
GCF_000018885.1	-3.0010000000000003	-0.5720000000000001	3.8080000000000003	2.502	9.895	0	0	0	0	0
GCF_000018945.1	2.911	5.294	1.55	1.052	6.882000000000001	1	0	0	0	0
GCF_000019045.1	1.505	3.245	3.9339999999999997	4.178	10.411	0	0	0	0	0
GCF_000019065.1	2.407	3.5639999999999996	2.736	0.723	6.254	0	0	0	0	0
GCF_000019125.1	1.466	2.924	2.805	6.412999999999999	14.919	0	0	0	0	0
GCF_000019145.1	-0.597	2.214	3.562	7.216	15.3	0	0	0	0	0
GCF_000019165.1	5.0969999999999995	11.690999999999999	3.5069999999999997	6.492000000000001	11.977	1	0	0	0	0
GCF_000019185.1	3.225	7.861000000000001	2.7319999999999998	10.026	12.527000000000001	0	0	0	0	0
GCF_000019205.1	4.4110000000000005	2.3609999999999998	1.996	7.54	11.862	0	0	0	0	0
GCF_000019225.1	-0.6729999999999999	2.388	4.151	7.891	11.911	0	0	0	0	0
GCF_000019285.1	2.125	2.907	0.7390000000000001	0.306	8.413	0	0	0	0	0
GCF_000019365.1	2.94	16.148	7.204	7.577999999999999	18.926	0	1	0	0	0
GCF_000019445.1	0.69	3.114	3.742	7.497999999999999	15.216	0	0	0	0	0
GCF_000019485.1	3.373	8.236	7.497999999999999	3.2060000000000004	15.526	0	0	0	1	0
GCF_000019525.1	1.7690000000000001	4.783	2.4530000000000003	9.904	16.121	0	0	0	0	0
GCF_000019605.1	4.999	6.362	-0.327	2.696	7.7860000000000005	0	0	0	0	0
GCF_000019665.1	4.9	6.335	6.936	4.989	17.24	0	1	0	0	0
GCF_000019685.1	-0.894	0.087	0.43799999999999994	-0.154	0.504	0	0	0	0	0
GCF_000019725.1	1.8940000000000001	17.373	7.007000000000001	6.422000000000001	17.554000000000002	0	1	0	0	0
GCF_000019745.1	-0.188	3.733	2.077	4.8069999999999995	10.600999999999999	0	0	0	0	0
GCF_000019785.1	2.197	17.105	6.006	8.271	18.024	0	0	0	0	0
GCF_000019845.1	0.594	4.95	6.404	6.892	17.592	0	0	0	0	0
GCF_000019905.1	-2.063	-0.65	2.609	4.359	7.603	0	0	0	0	0
GCF_000019925.1	-0.47100000000000003	4.681	4.096	4.703	16.657	0	0	0	0	0
GCF_000019945.1	1.112	17.463	7.071000000000001	5.915	17.326	0	1	0	0	0
GCF_000019965.1	2.594	5.114	3.458	6.2010000000000005	14.538	0	0	0	0	0
GCF_000020005.1	3.043	2.969	0.479	1.3030000000000002	8.667	0	0	0	0	0
GCF_000020025.1	2.506	10.956	6.73	3.502	17.308	0	0	1	1	0
GCF_000020045.1	0.78	17.910999999999998	5.928999999999999	4.703	18.062	0	0	0	0	0
GCF_000020065.1	-0.77	-0.21100000000000002	0.01	-0.035	0.226	0	0	0	0	0
GCF_000020125.1	-0.737	3.548	4.582	5.059	16.221	0	0	0	0	0
GCF_000020145.1	2.0709999999999997	2.0340000000000003	-0.562	0.773	6.2829999999999995	0	0	0	0	0
GCF_000020165.1	1.75	3.505	1.655	1.1909999999999998	6.981	0	0	0	0	0
GCF_000020205.1	0.7120000000000001	3.761	4.248	6.54	16.378	0	0	0	0	0
GCF_000020225.1	2.195	3.872	3.7910000000000004	3.873	8.788	0	0	0	0	0
GCF_000020265.1	-2.1390000000000002	4.1930000000000005	6.546	4.148	18.179000000000002	0	0	1	0	0
GCF_000020285.1	1.868	7.843	1.771	0.599	6.656000000000001	0	0	0	0	0
GCF_000020325.1	6.496	4.586	3.517	6.882999999999999	13.339	1	0	0	0	0
GCF_000020365.1	8.988999999999999	16.468	4.782	6.936	13.513	1	0	0	0	0
GCF_000020385.1	6.086	7.042000000000001	3.3110000000000004	6.834	14.414000000000001	0	0	0	0	0
GCF_000020425.1	0.18	0.41600000000000004	2.05	0.8009999999999999	3.36	0	0	0	0	0
GCF_000020445.1	2.449	10.155	7.652	8.984	17.942	0	0	1	0	0
GCF_000020465.1	8.78	11.343	5.235	6.379	12.818	1	0	1	0	0
GCF_000020485.1	5.499	7.392	1.2919999999999998	0.502	5.617999999999999	0	0	0	0	0
GCF_000020505.1	7.916	7.279	6.007000000000001	6.895	12.562000000000001	1	0	0	0	0
GCF_000020525.1	6.444	11.573	3.971	4.512	11.800999999999998	1	0	1	0	0
GCF_000020545.1	11.094000000000001	9.597999999999999	5.534	7.5360000000000005	12.314	1	0	1	0	0
GCF_000020565.1	0.08199999999999999	1.4680000000000002	0.20199999999999999	0.5760000000000001	4.132	0	0	0	0	0
GCF_000020585.3	1.41	3.267	2.8560000000000003	6.78	10.97	0	0	0	0	0
GCF_000020605.1	0.941	7.973	1.795	0.7709999999999999	5.091	0	0	0	0	0
GCF_000020625.1	7.9270000000000005	12.144	4.792	6.006	11.958	1	0	0	0	0
GCF_000020645.1	11.296	11.635	5.5889999999999995	6.521	12.175999999999998	1	0	0	0	0
GCF_000020665.1	0.302	3.123	2.381	4.2139999999999995	13.205	0	0	0	0	0
GCF_000020685.1	0.904	2.085	3.529	3.029	14.944	0	0	0	0	0
GCF_000020725.1	4.84	9.607000000000001	4.976	9.277999999999999	15.342	0	0	0	0	0
GCF_000020765.1	-1.004	0.061	0.11599999999999999	0.158	0.89	0	0	0	0	0
GCF_000020785.1	8.982999999999999	7.04	2.467	4.131	11.300999999999998	0	0	0	0	0
GCF_000020805.1	5.721	4.888	5.321000000000001	7.9239999999999995	16.18	0	0	0	0	0
GCF_000020825.1	7.162000000000001	7.77	6.371	4.9510000000000005	15.57	1	0	0	0	1
GCF_000020865.1	4.621	6.169	1.6219999999999999	4.782	12.993	0	0	0	0	0
GCF_000020905.1	4.442	3.978	-0.20600000000000002	0.132	4.654	1	0	0	0	0
GCF_000020945.1	4.467	3.542	0.40299999999999997	0.47200000000000003	5.365	0	0	0	0	0
GCF_000020965.1	3.535	7.0089999999999995	1.207	0.9009999999999999	4.948	0	0	0	0	0
GCF_000020985.1	10.452	13.867	3.484	6.546	11.6	1	0	0	0	0
GCF_000021025.1	0.579	2.945	2.985	7.545	14.272	0	0	0	0	0
GCF_000021045.1	1.845	7.282	5.343	6.227	16.644000000000002	0	0	1	0	0
GCF_000021265.1	-0.8059999999999999	-0.723	0.01	-0.035	-0.289	0	0	0	0	0
GCF_000021285.1	0.40399999999999997	2.8689999999999998	-0.5820000000000001	1.052	6.2620000000000005	0	0	0	0	0
GCF_000021325.1	1.107	5.191	6.696000000000001	6.6370000000000005	16.846	0	0	1	0	0
GCF_000021345.1	-2.211	3.875	6.4479999999999995	7.761	18.354	0	0	1	0	0
GCF_000021365.1	1.176	3.8110000000000004	2.862	4.898	15.597999999999999	0	0	0	0	0
GCF_000021385.1	10.459000000000001	9.066	6.296	6.021	12.683	1	0	0	0	0
GCF_000021425.1	0.599	0.631	1.722	1.298	3.285	0	0	0	0	0
GCF_000021545.1	7.307	7.015	2.488	7.898	11.082	1	0	0	0	0
GCF_000021565.1	9.154	8.892000000000001	3.525	7.906000000000001	13.584000000000001	1	0	0	0	0
GCF_000021645.1	3.99	6.041	1.07	0.6779999999999999	5.013	0	0	0	0	0
GCF_000021685.1	2.101	5.287999999999999	2.64	2.925	13.314	0	0	0	0	0
GCF_000021725.1	6.5089999999999995	6.192	1.531	5.172999999999999	9.372	1	0	0	0	0
GCF_000021745.1	2.089	18.59	7.178999999999999	5.035	17.503	0	1	1	0	0
GCF_000021765.1	3.1689999999999996	4.586	3.342	8.82	15.811	0	0	0	0	0
GCF_000021805.1	3.1039999999999996	8.001	6.561	3.99	16.983	0	0	0	0	0
GCF_000021825.1	3.2960000000000003	11.458	6.815	3.8480000000000003	16.698	0	0	0	0	0
GCF_000021865.1	3.31	9.72	5.862	7.882000000000001	16.084	0	0	1	0	0
GCF_000021885.1	2.5380000000000003	1.253	-0.45	5.021	6.496	0	0	0	0	0
GCF_000021905.1	8.852	17.559	2.929	5.318	11.252	1	0	0	0	0
GCF_000021945.1	5.961	11.056	5.103	4.19	14.694	1	0	0	0	0
GCF_000021965.1	4.984	72.551	4.461	1.187	11.419	0	1	0	0	0
GCF_000021985.1	9.505	6.337000000000001	4.021	7.065	14.472999999999999	1	0	0	0	0
GCF_000022025.1	-2.969	0.865	3.489	2.363	13.109000000000002	0	0	0	0	0
GCF_000022045.1	3.236	8.491	7.577000000000001	4.113	16.307000000000002	0	0	0	0	0
GCF_000022065.1	2.78	8.237	1.745	0.956	7.737	0	0	0	0	0
GCF_000022085.1	1.962	16.775	6.938	4.96	18.436	0	1	0	0	0
GCF_000022105.1	-0.295	1.236	0.079	1.705	4.8660000000000005	0	0	0	0	0
GCF_000022125.1	10.472000000000001	6.388	1.734	4.9510000000000005	9.53	1	0	0	0	0
GCF_000022205.1	1.173	6.486000000000001	3.286	2.595	12.567	0	0	0	0	0
GCF_000022265.1	5.082	11.055	4.394	7.827999999999999	15.110999999999999	0	0	0	0	0
GCF_000022325.1	4.345	10.499	1.781	0.47	8.086	0	0	0	0	0
GCF_000022365.1	5.048	10.255999999999998	-0.153	0.155	5.813	1	0	0	0	0
GCF_000022385.1	4.919	3.568	2.56	1.921	11.828	1	0	0	0	0
GCF_000022525.1	1.3019999999999998	1.275	1.2930000000000001	3.927	7.301	0	0	0	0	0
GCF_000022545.1	5.407	7.252999999999999	-0.299	0.151	7.78	1	0	0	0	0
GCF_000022565.1	1.063	7.38	4.522	6.216	14.501	0	0	0	0	0
GCF_000022605.2	0.41200000000000003	0.42100000000000004	2.897	3.185	3.992	0	0	0	0	0
GCF_000022645.2	-0.45299999999999996	4.732	4.2410000000000005	5.834	15.843	0	0	0	0	0
GCF_000022725.1	-0.486	0.63	1.615	4.104	8.389	0	0	0	0	0
GCF_000022785.1	0.048	1.032	1.858	4.185	6.784	0	0	0	0	0
GCF_000022885.2	3.321	4.391	1.744	5.729	12.633	0	0	0	0	0
GCF_000022905.1	-0.48100000000000004	-0.295	2.498	3.255	8.525	0	0	0	0	0
GCF_000022985.1	4.156000000000001	4.486000000000001	1.232	5.157	8.267000000000001	0	0	0	0	0
GCF_000023025.1	0.054000000000000006	3.9819999999999998	7.597	4.603	14.025	0	0	0	0	0
GCF_000023045.1	-0.27699999999999997	0.08800000000000001	2.7510000000000003	3.583	8.578	0	0	0	0	0
GCF_000023065.1	1.945	7.287000000000001	5.877000000000001	2.399	12.880999999999998	0	0	0	0	0
GCF_000023085.1	2.8360000000000003	1.153	0.066	0.35600000000000004	3.156	0	0	0	0	0
GCF_000023105.1	-0.415	2.241	2.736	2.46	14.319	0	0	0	0	0
GCF_000023125.1	-0.049	3.7110000000000003	3.491	3.778	15.478	0	0	0	0	0
GCF_000023145.1	-3.03	-0.746	2.908	2.883	7.979	0	0	0	0	0
GCF_000023165.1	-0.597	-0.311	0.38299999999999995	-0.035	0.044000000000000004	0	0	0	0	0
GCF_000023185.1	-0.268	4.056	6.3229999999999995	6.494	18.3	0	0	1	0	0
GCF_000023205.1	-3.64	-0.09699999999999999	3.591	2.511	9.882	0	0	0	0	0
GCF_000023225.1	9.863	12.572000000000001	5.946000000000001	7.816	13.583	0	0	0	0	0
GCF_000023245.1	-0.611	3.1889999999999996	3.878	2.7880000000000003	15.578	0	0	0	0	0
GCF_000023265.1	1.749	2.31	2.855	3.5010000000000003	12.222999999999999	0	0	0	0	1
GCF_000023285.1	-1.0959999999999999	-0.7959999999999999	1.005	5.4510000000000005	5.282	0	0	0	0	0
GCF_000023325.1	3.761	4.863	-0.163	0.47	5.683	0	0	0	0	0
GCF_000023345.1	-1.331	14.561	4.647	3.929	16.695	0	0	0	0	0
GCF_000023385.1	2.6439999999999997	4.6160000000000005	3.5660000000000003	3.963	12.982000000000001	0	0	0	0	0
GCF_000023405.1	0.27	0.934	3.3789999999999996	2.674	11.0	0	0	0	0	0
GCF_000023445.1	10.309000000000001	9.636000000000001	4.856	3.8169999999999997	11.401	1	0	0	0	0
GCF_000023465.1	-1.9169999999999998	2.991	4.281000000000001	5.182	9.901	0	0	0	0	0
GCF_000023585.1	0.05	2.477	3.2	3.628	13.805	0	0	1	0	0
GCF_000023605.1	1.758	4.902	2.093	4.4639999999999995	13.908	0	0	0	0	0
GCF_000023645.1	5.099	9.607000000000001	4.976	9.277999999999999	15.342	0	0	0	0	0
GCF_000023705.1	2.011	16.206	3.826	6.735	14.22	0	1	0	0	0
GCF_000023725.1	-0.494	0.028999999999999998	1.0979999999999999	3.467	9.158	0	0	0	0	0
GCF_000023745.1	0.175	15.905	3.3739999999999997	4.551	15.137	0	1	0	0	0
GCF_000023765.2	0.305	0.773	1.615	0.688	6.569	0	0	0	0	0
GCF_000023785.1	-1.3869999999999998	2.353	3.928	4.683	14.774000000000001	0	0	0	0	0
GCF_000023825.1	-1.6340000000000001	2.449	4.132	5.3	12.614	0	0	0	0	0
GCF_000023845.1	5.004	3.944	-1.402	2.65	5.83	0	0	0	0	0
GCF_000023865.1	1.757	4.893	4.907	2.241	15.032	0	0	0	0	0
GCF_000023885.1	4.835	2.408	-0.873	4.159	7.297999999999999	0	0	0	0	0
GCF_000023905.1	0.439	-0.312	0.7659999999999999	-0.165	3.255	0	0	0	0	0
GCF_000023925.1	-1.599	-0.7929999999999999	1.9	2.443	8.556000000000001	0	0	0	0	0
GCF_000023945.1	4.005	13.339	3.386	3.742	13.052999999999999	0	0	0	0	0
GCF_000023965.1	1.703	6.691	3.312	2.595	12.755	0	0	0	0	0
GCF_000023985.1	5.531000000000001	76.666	4.981	0.223	8.152999999999999	0	1	0	0	0
GCF_000024005.1	-0.111	2.8369999999999997	3.427	4.765	16.317	0	0	0	0	0
GCF_000024025.1	-0.365	2.519	3.448	2.734	16.324	0	0	0	0	0
GCF_000024065.1	0.473	3.687	3.2889999999999997	3.469	12.924000000000001	0	0	0	0	0
GCF_000024085.1	1.453	2.763	2.371	4.112	11.664000000000001	0	0	0	0	0
GCF_000024105.1	1.236	0.708	-1.062	2.157	3.097	0	0	0	0	0
GCF_000024125.1	-0.08800000000000001	1.959	3.4219999999999997	4.306	10.207	0	0	0	0	0
GCF_000024165.1	3.3139999999999996	7.351	5.814	10.241	15.939	0	0	0	0	0
GCF_000024185.1	5.287999999999999	69.653	3.81	0.654	7.347	0	1	0	0	0
GCF_000024205.1	9.298	16.996	3.714	1.239	11.094000000000001	1	0	0	0	0
GCF_000024225.1	0.247	1.149	1.093	0.616	2.109	0	0	0	0	0
GCF_000024265.1	5.4910000000000005	4.869	-0.541	4.238	8.234	0	0	0	0	0
GCF_000024285.1	0.813	1.8330000000000002	4.552	2.029	9.913	0	0	0	0	0
GCF_000024325.1	10.989	9.2	2.806	5.031000000000001	9.189	1	0	0	0	0
GCF_000024345.1	-0.475	2.4930000000000003	3.685	2.287	15.593	0	0	0	0	0
GCF_000024365.1	2.0909999999999997	3.6310000000000002	3.75	2.479	15.693	0	0	0	0	0
GCF_000024385.1	2.423	4.359	3.6710000000000003	2.494	15.58	0	0	0	0	0
GCF_000024405.1	2.759	5.353	1.3219999999999998	0.44	7.082000000000001	0	0	0	0	0
GCF_000024425.1	2.188	2.778	3.83	3.197	14.762	0	0	0	0	0
GCF_000024445.1	0.789	0.578	1.6159999999999999	0.006999999999999999	3.3510000000000004	0	0	0	0	0
GCF_000024465.1	-0.16899999999999998	5.218999999999999	3.259	4.185	14.534	0	0	0	0	0
GCF_000024505.1	0.5329999999999999	1.855	1.8419999999999999	3.7039999999999997	7.228	0	0	0	0	0
GCF_000024545.1	3.273	3.7689999999999997	3.576	2.023	15.6	0	0	0	0	0
GCF_000024565.1	-0.14400000000000002	0.177	0.11900000000000001	-0.09300000000000001	0.42	0	0	0	0	0
GCF_000024605.1	12.285	13.529000000000002	1.607	4.551	8.258	1	0	0	0	0
GCF_000024625.1	8.389	77.125	5.084	0.512	7.97	0	1	0	0	0
GCF_000024645.1	1.758	4.902	2.093	4.4639999999999995	13.908	0	0	0	0	0
GCF_000024665.1	0.213	5.268	4.426	0.988	8.878	0	0	0	0	0
GCF_000024685.1	2.248	2.718	3.654	3.8480000000000003	12.743	0	0	1	0	0
GCF_000024725.1	3.7089999999999996	15.267999999999999	3.2460000000000004	8.551	15.925	0	0	1	0	0
GCF_000024765.1	3.9539999999999997	6.016	5.452000000000001	4.247	15.755	1	0	0	0	0
